Nanoparticle,BaseFluid,Temperature (°C),Particle Size (nm),Particle Volume Fraction (in %),TC(W/mK),Thermal Conductivity of Particle (kp),Thermal Conductivity of Liquid (km),kp/km ratio,Temp_Volume,Inverse_Particle_Size,Brownian_Feature
GO-Al2O3,Water,43.813930768600585,36.21550935675789,0.05,0.735,200.0,0.6,333.33333333333337,2.190696538430029,0.0276124792322822,7.280562237971142
GO-Al2O3,Water,30.6084420694742,38.14460628205009,0.05,0.661,200.0,0.6,333.33333333333337,1.5304221034737102,0.0262160262608497,4.955924217530677
GO-Al2O3,Water,40.714318935873656,40.20971329919737,0.0252918989635999,0.61,200.0,0.6,333.33333333333337,1.0297424408978988,0.0248696127863204,6.420689763855497
GO-Al2O3,Water,29.828052065088723,37.92804507100569,0.05,0.617,200.0,0.6,333.33333333333337,1.4914026032544363,0.0263657142920992,4.843336720333716
GO-Al2O3,Water,20.0,40.54282835127068,0.0253547058532275,0.6,200.0,0.6,333.33333333333337,0.50709411706455,0.0246652747394881,3.141036436559636
GO-Al2O3,Water,29.1936373028637,38.469582537360886,0.05,0.661,200.0,0.6,333.33333333333337,1.459681865143185,0.0259945633417992,4.706840388301188
GO-Al2O3,Water,48.65441659989504,37.29542728656489,0.05,0.711,200.0,0.6,333.33333333333337,2.4327208299947523,0.0268129385491779,7.966993738859999
MWCNT,Water,25.0,20.0,0.05,0.62,3000.0,0.6,5000.0,1.25,0.05,5.590169943749474
MWCNT,Water,25.0,20.0,0.05,0.67,3000.0,0.6,5000.0,1.25,0.05,5.590169943749474
MWCNT,Water,25.0,20.0,0.05,0.69,3000.0,0.6,5000.0,1.25,0.05,5.590169943749474
MWCNT,Water,25.0,20.0,0.05,0.74,3000.0,0.6,5000.0,1.25,0.05,5.590169943749474
MWCNT,EG,25.0,20.0,0.05,0.29,3000.0,0.25,12000.0,1.25,0.05,5.590169943749474
MWCNT,EG,25.0,20.0,0.05,0.31,3000.0,0.25,12000.0,1.25,0.05,5.590169943749474
MWCNT,EG,25.0,20.0,0.05,0.32,3000.0,0.25,12000.0,1.25,0.05,5.590169943749474
MWCNT,EG,25.0,20.0,0.05,0.34,3000.0,0.25,12000.0,1.25,0.05,5.590169943749474
MWCNT,PG,25.0,20.0,0.05,0.15,3000.0,0.15,20000.0,1.25,0.05,5.590169943749474
MWCNT,PG,25.0,20.0,0.05,0.16,3000.0,0.15,20000.0,1.25,0.05,5.590169943749474
MWCNT,PG,25.0,20.0,0.05,0.17,3000.0,0.15,20000.0,1.25,0.05,5.590169943749474
MWCNT,PG,25.0,20.0,0.05,0.18,3000.0,0.15,20000.0,1.25,0.05,5.590169943749474
MWCNT,Oil,25.0,20.0,0.05,0.18,3000.0,0.13,23076.923076923074,1.25,0.05,5.590169943749474
MWCNT,Oil,25.0,20.0,0.05,0.2,3000.0,0.13,23076.923076923074,1.25,0.05,5.590169943749474
MWCNT,Oil,25.0,20.0,0.05,0.22,3000.0,0.13,23076.923076923074,1.25,0.05,5.590169943749474
MWCNT,Oil,25.0,20.0,0.05,0.24,3000.0,0.13,23076.923076923074,1.25,0.05,5.590169943749474
MWCNT,EG,25.66344772915151,21.73204929136808,0.05,0.32,3000.0,0.25,12000.0,1.2831723864575757,0.0460149885817347,5.505092999939644
MWCNT,Water,24.27575346794166,20.70288179859512,0.05,0.74,3000.0,0.6,5000.0,1.213787673397083,0.0483024542055714,5.335281235715018
MWCNT,Oil,25.58633297557813,21.03572464258304,0.05,0.18,3000.0,0.13,23076.923076923074,1.2793166487789067,0.0475381769342844,5.5786524893943525
MWCNT,Oil,24.60387390201077,20.81972833169101,0.05,0.22,3000.0,0.13,23076.923076923074,1.2301936951005386,0.048031366407305,5.3921996440373725
MWCNT,PG,24.54689413201929,19.999880851440903,0.05,0.17,3000.0,0.15,20000.0,1.2273447066009646,0.0500002978731723,5.488868741362974
MWCNT,EG,25.894723514647136,21.08334043791132,0.05,0.34,3000.0,0.25,12000.0,1.294736175732357,0.0474308140564782,5.639512551239445
MWCNT,Oil,25.90162337605936,20.7450305629128,0.05,0.18,3000.0,0.13,23076.923076923074,1.295081168802968,0.0482043155813789,5.686826057256459
MWCNT,EG,26.68844215574613,21.439445715153138,0.05,0.29,3000.0,0.25,12000.0,1.3344221077873066,0.046642996898619,5.763900133645681
MWCNT,EG,26.6232631854862,19.540451058838244,0.05,0.32,3000.0,0.25,12000.0,1.33116315927431,0.0511758913337722,6.022738307905446
MWCNT,PG,25.917315161358776,18.261888360454613,0.05,0.16,3000.0,0.15,20000.0,1.295865758067939,0.0547588497017351,6.064809558991004
MWCNT,Water,23.279554389763288,21.04525101487308,0.05,0.69,3000.0,0.6,5000.0,1.1639777194881644,0.0475166582376841,5.074550839636871
MWCNT,EG,26.827680982949698,20.34976952060606,0.05,0.32,3000.0,0.25,12000.0,1.3413840491474849,0.0491406056951851,5.947074594978325
MWCNT,PG,25.91796767066636,19.70395389967877,0.05,0.17,3000.0,0.15,20000.0,1.2958983835333182,0.0507512352643244,5.838808780288209
MWCNT,PG,24.234139909913697,19.759847187692507,0.05,0.17,3000.0,0.15,20000.0,1.211706995495685,0.0506076788196446,5.451748591242809
MWCNT,EG,25.728909155562786,22.554686325902114,0.05,0.34,3000.0,0.25,12000.0,1.2864454577781397,0.0443366839844536,5.417550617581195
MWCNT,EG,23.96273425903728,19.357805347465728,0.05,0.29,3000.0,0.25,12000.0,1.198136712951864,0.0516587486055549,5.446384678208424
MWCNT,Water,25.618630120109746,19.146696693173663,0.05,0.74,3000.0,0.6,5000.0,1.280931506005487,0.0522283303498784,5.854758349670432
MWCNT,EG,23.683729958925905,20.08528423349335,0.05,0.34,3000.0,0.25,12000.0,1.1841864979462953,0.0497876947308738,5.284587700602838
MWCNT,EG,24.191781591213363,21.18049087797296,0.05,0.34,3000.0,0.25,12000.0,1.2095890795606683,0.0472132589259283,5.256538412467766
MWCNT,Water,25.70992912920053,22.27840198652923,0.05,0.69,3000.0,0.6,5000.0,1.2854964564600264,0.0448865228576383,5.44701864045424
MWCNT,EG,26.072886742992893,20.65736496338957,0.05,0.31,3000.0,0.25,12000.0,1.303644337149645,0.0484088847620337,5.736561539740688
MWCNT,EG,25.32543685943381,18.72959125602057,0.05,0.29,3000.0,0.25,12000.0,1.2662718429716906,0.0533914481277616,5.851844750390917
MWCNT,Water,24.71383136331203,21.9708642707178,0.05,0.67,3000.0,0.6,5000.0,1.2356915681656016,0.0455148230710602,5.272499027802304
MWCNT,EG,22.88513370498301,19.9805313009229,0.05,0.34,3000.0,0.25,12000.0,1.1442566852491505,0.0500487191726383,5.119763949158927
MWCNT,PG,24.79097890034864,19.162290568105032,0.05,0.18,3000.0,0.15,20000.0,1.2395489450174322,0.0521858280170568,5.663305178266596
MWCNT,Oil,25.53348507682453,18.920607542900648,0.05,0.2,3000.0,0.13,23076.923076923074,1.2766742538412266,0.0528524254695625,5.870060226801122
MWCNT,EG,24.683234894064352,20.83632871933545,0.05,0.31,3000.0,0.25,12000.0,1.2341617447032176,0.0479930996227772,5.4074370947699215
MWCNT,Water,24.97742205890558,20.238829386186413,0.05,0.67,3000.0,0.6,5000.0,1.2488711029452793,0.0494099723318251,5.552069805266154
MWCNT,Oil,24.81438253208208,20.34507537694585,0.05,0.24,3000.0,0.13,23076.923076923074,1.2407191266041042,0.0491519437245809,5.501407577558122
MWCNT,PG,24.678293782178567,21.28650311907193,0.05,0.18,3000.0,0.15,20000.0,1.2339146891089283,0.0469781247960843,5.348881401845978
MWCNT,EG,25.07587738995981,19.197845408490355,0.05,0.29,3000.0,0.25,12000.0,1.2537938694979909,0.0520891786928206,5.723080999456359
MWCNT,Water,24.72730541784754,21.366154628273648,0.05,0.62,3000.0,0.6,5000.0,1.2363652708923771,0.0468029936784557,5.349505144282466
MWCNT,PG,26.443289553631946,19.48084267720631,0.05,0.18,3000.0,0.15,20000.0,1.3221644776815973,0.0513324816882822,5.99116955972354
MWCNT,PG,22.793581151616262,22.164007373912355,0.05,0.16,3000.0,0.15,20000.0,1.1396790575808131,0.045118194698718,4.841594584298961
MWCNT,EG,24.454157414028924,20.59873901599314,0.05,0.31,3000.0,0.25,12000.0,1.2227078707014465,0.0485466609982089,5.388059536374379
MWCNT,Oil,24.129743776482776,19.079761470223623,0.05,0.18,3000.0,0.13,23076.923076923074,1.2064871888241389,0.0524115566937577,5.524159885542799
MWCNT,PG,25.21911060003441,17.97458191667952,0.05,0.18,3000.0,0.15,20000.0,1.2609555300017206,0.0556341173683739,5.948402773925037
MWCNT,PG,25.077144785883128,20.808924722279013,0.05,0.15,3000.0,0.15,20000.0,1.2538572392941565,0.0480563034056898,5.497348478014415
MWCNT,Water,26.622193101549428,19.625819724009816,0.05,0.62,3000.0,0.6,5000.0,1.3311096550774717,0.0509532857257738,6.009383588454248
MWCNT,PG,26.9511420482978,19.844434305478163,0.05,0.17,3000.0,0.15,20000.0,1.34755710241489,0.0503919630364038,6.05003394593534
MWCNT,PG,24.22691654442952,20.766196009174102,0.05,0.17,3000.0,0.15,20000.0,1.211345827221476,0.048155184491094,5.316424721379562
MWCNT,Oil,25.00050006503363,21.01041382625065,0.05,0.22,3000.0,0.13,23076.923076923074,1.2500250032516815,0.0475954452049196,5.454204186301803
MWCNT,PG,25.19630441692436,21.22371034066929,0.05,0.16,3000.0,0.15,20000.0,1.259815220846218,0.0471171149600445,5.469230057056005
MWCNT,Oil,24.202186251662663,18.825158691617062,0.05,0.24,3000.0,0.13,23076.923076923074,1.2101093125831333,0.0531204021374494,5.578086900967214
MWCNT,PG,25.62838203603762,21.42589474962459,0.05,0.18,3000.0,0.15,20000.0,1.2814191018018812,0.0466724966068229,5.536709093804625
MWCNT,PG,24.760492631235056,19.42095466383185,0.05,0.18,3000.0,0.15,20000.0,1.238024631561753,0.0514907746457143,5.618546685885171
MWCNT,Oil,23.932365149399025,17.743750065251774,0.05,0.24,3000.0,0.13,23076.923076923074,1.196618257469951,0.0563578722830601,5.681498740785751
MWCNT,Oil,24.720431695733456,18.82155965313996,0.05,0.22,3000.0,0.13,23076.923076923074,1.236021584786673,0.0531305597638489,5.69807611646289
MWCNT,Oil,24.00232542725935,20.218025092132564,0.05,0.2,3000.0,0.13,23076.923076923074,1.2001162713629676,0.0494608150619582,5.338066183973214
MWCNT,Oil,26.03664682941925,19.02118575391886,0.05,0.2,3000.0,0.13,23076.923076923074,1.3018323414709627,0.052572958013092,5.969889035608617
Al2O3-TiO2,Water,20.0,17.0,0.05,0.6,20.0,0.6,33.333333333333336,1.0,0.0588235294117647,4.85071250072666
Al2O3-TiO2,Water,30.0,17.0,0.05,0.64,20.0,0.6,33.333333333333336,1.5,0.0588235294117647,7.276068751089989
Al2O3-TiO2,Water,40.0,17.0,0.05,0.68,20.0,0.6,33.333333333333336,2.0,0.0588235294117647,9.70142500145332
Al2O3-TiO2,Water,50.0,17.0,0.05,0.72,20.0,0.6,33.333333333333336,2.5,0.0588235294117647,12.126781251816649
Al2O3-TiO2,Water,60.0,17.0,0.05,0.78,20.0,0.6,33.333333333333336,3.0,0.0588235294117647,14.552137502179978
Al2O3-TiO2,Water,70.0,17.0,0.05,0.8,20.0,0.6,33.333333333333336,3.5,0.0588235294117647,16.977493752543307
Al2O3-TiO2,Water,49.91195553082395,16.512006683792773,0.05,0.72,20.0,0.6,33.333333333333336,2.4955977765411976,0.0605619909893533,12.283005825312632
Al2O3-TiO2,Water,60.338252487529175,17.8209668843684,0.05,0.78,20.0,0.6,33.333333333333336,3.016912624376459,0.0561136781460015,14.2931218599673
Al2O3-TiO2,Water,39.81861459689071,15.362395082543328,0.05,0.68,20.0,0.6,33.333333333333336,1.990930729844536,0.065094016566227,10.159133810890143
Al2O3-TiO2,Water,59.50564566214328,17.119600262667106,0.05,0.78,20.0,0.6,33.333333333333336,2.9752822831071644,0.0584125788369434,14.38173764306042
Al2O3-TiO2,Water,58.749303937011774,17.31916029009199,0.05,0.78,20.0,0.6,33.333333333333336,2.9374651968505887,0.0577395198872363,14.116899067199242
Al2O3-TiO2,Water,30.021943808215333,17.1310207620787,0.05,0.64,20.0,0.6,33.333333333333336,1.5010971904107668,0.0583736377352133,7.253492845868761
Al2O3-TiO2,Water,37.93504261241527,16.666221129161112,0.05,0.68,20.0,0.6,33.333333333333336,1.896752130620764,0.0600016039778979,9.292273979642552
Al2O3-TiO2,Water,39.31400195828058,15.987726643162985,0.05,0.68,20.0,0.6,33.333333333333336,1.9657000979140289,0.06254797960457,9.832272306363956
Al2O3-TiO2,Water,39.07221589093924,16.210652987949036,0.05,0.68,20.0,0.6,33.333333333333336,1.953610794546962,0.0616878296477876,9.70437984869369
Al2O3-TiO2,Water,59.760623148491085,17.102074916247382,0.05,0.78,20.0,0.6,33.333333333333336,2.9880311574245546,0.0584724371105389,14.450760893315936
Al2O3-TiO2,Water,49.78667020069073,15.886480767572008,0.05,0.72,20.0,0.6,33.333333333333336,2.4893335100345366,0.0629466031294502,12.491058156828869
Al2O3-TiO2,Water,40.95995667443375,18.770167615647274,0.05,0.68,20.0,0.6,33.333333333333336,2.047997833721688,0.0532760293076112,9.454213666022698
Al2O3-TiO2,Water,71.5834772772496,14.359102320656294,0.05,0.8,20.0,0.6,33.333333333333336,3.57917386386248,0.0696422365179088,18.890747623385327
Al2O3-TiO2,Water,58.88222115976303,16.676562132455395,0.05,0.78,20.0,0.6,33.333333333333336,2.9441110579881515,0.0599643974613827,14.41885987144158
Al2O3-TiO2,Water,31.99283262527003,17.110389639107698,0.05,0.64,20.0,0.6,33.333333333333336,1.5996416312635016,0.058444022672306,7.734330820779935
Al2O3-TiO2,Water,49.22070440047857,17.507420927833287,0.05,0.72,20.0,0.6,33.333333333333336,2.4610352200239287,0.0571186358128969,11.763504903683724
Al2O3-TiO2,Water,70.17252678292309,16.08407527273757,0.05,0.8,20.0,0.6,33.333333333333336,3.5086263391461543,0.0621732976899825,17.49722056683348
Al2O3-TiO2,Water,70.51086298914832,18.134294793888213,0.05,0.8,20.0,0.6,33.333333333333336,3.525543149457416,0.0551441349865465,16.557916737134363
Al2O3-TiO2,Water,32.444582752582505,15.606168956187076,0.05,0.64,20.0,0.6,33.333333333333336,1.6222291376291254,0.06407722502604,8.212852841511964
Al2O3-TiO2,Water,49.457717662237336,16.43387141139243,0.05,0.72,20.0,0.6,33.333333333333336,2.472885883111867,0.0608499345630008,12.200120740351338
Al2O3-TiO2,Water,58.203261987021946,17.620747555279422,0.05,0.78,20.0,0.6,33.333333333333336,2.9101630993510974,0.0567512812304257,13.86548804164357
Al2O3-TiO2,Water,21.49037947019298,18.04018856479276,0.05,0.6,20.0,0.6,33.333333333333336,1.074518973509649,0.0554317930995244,5.059685791860811
Al2O3-TiO2,Water,49.16662644120456,15.595998703618902,0.05,0.72,20.0,0.6,33.333333333333336,2.4583313220602285,0.0641190102027874,12.449841289119789
Al2O3-TiO2,Water,29.638411419424408,19.64503679041516,0.05,0.64,20.0,0.6,33.333333333333336,1.4819205709712204,0.0509034424658294,6.68695651590691
Al2O3-TiO2,Water,68.88225034607382,16.10250843683279,0.05,0.8,20.0,0.6,33.333333333333336,3.444112517303691,0.0621021255118615,17.165662092798613
Al2O3-TiO2,Water,59.64129622695109,15.687817522472216,0.05,0.78,20.0,0.6,33.333333333333336,2.9820648113475547,0.063743729716867,15.057948559525368
Al2O3-TiO2,Water,49.15960846379456,17.502714891773255,0.05,0.72,20.0,0.6,33.333333333333336,2.457980423189728,0.057133993565194,11.75048266187685
Al2O3-TiO2,Water,20.676441816494773,16.65170654641854,0.05,0.6,20.0,0.6,33.333333333333336,1.0338220908247386,0.060053904818247,5.0669477896557575
Al2O3-TiO2,Water,20.08079162972198,16.503947687460254,0.05,0.6,20.0,0.6,33.333333333333336,1.004039581486099,0.0605915638450431,4.942957888166585
Al2O3-TiO2,Water,39.31894483938533,17.595644057569718,0.05,0.68,20.0,0.6,33.333333333333336,1.9659472419692667,0.0568322476135675,9.37344575860332
Al2O3-TiO2,Water,40.995871976658925,15.47270430957219,0.05,0.68,20.0,0.6,33.333333333333336,2.0497935988329465,0.0646299431561779,10.422142699365056
Al2O3-TiO2,Water,30.2549967506746,15.297865600025297,0.05,0.64,20.0,0.6,33.333333333333336,1.51274983753373,0.0653685962568756,7.735380656072084
Al2O3-TiO2,Water,48.15395174955594,16.40257663485677,0.05,0.72,20.0,0.6,33.333333333333336,2.407697587477797,0.0609660312682167,11.8898368540321
Al2O3-TiO2,Water,50.9197033140843,18.077901739453324,0.05,0.72,20.0,0.6,33.333333333333336,2.545985165704215,0.0553161541871639,11.976001832886986
Al2O3-TiO2,Water,70.18486788385263,16.445944706587216,0.05,0.8,20.0,0.6,33.333333333333336,3.509243394192632,0.0608052634154523,17.306692360963616
Al2O3-TiO2,Water,71.39073248759155,18.599156684528616,0.05,0.8,20.0,0.6,33.333333333333336,3.5695366243795776,0.0537658785804967,16.553704998603514
Al2O3-TiO2,Water,70.12391742634264,18.20101476117189,0.05,0.8,20.0,0.6,33.333333333333336,3.506195871317132,0.0549419915934189,16.436841554829467
Al2O3-TiO2,Water,39.208290649432406,17.282946184507484,0.05,0.68,20.0,0.6,33.333333333333336,1.9604145324716205,0.0578605053400215,9.431244852834654
Al2O3-TiO2,Water,49.79570466669816,17.339723859374757,0.05,0.72,20.0,0.6,33.333333333333336,2.489785233334908,0.0576710452894178,11.95833716174612
Al2O3-TiO2,Water,50.80391933088072,17.282002625016855,0.05,0.72,20.0,0.6,33.333333333333336,2.540195966544036,0.0578636643968814,12.22081541148748
Al2O3-TiO2,Water,20.0,17.1597177286821,0.05,0.6,20.0,0.6,33.333333333333336,1.0,0.0582760168792591,4.82808520551405
Al2O3-TiO2,Water,39.55970321289245,16.63375830252182,0.05,0.68,20.0,0.6,33.333333333333336,1.9779851606446224,0.0601187044931626,9.69968948380486
Al2O3-TiO2,Water,59.77831142000093,16.749812166792836,0.05,0.78,20.0,0.6,33.333333333333336,2.988915571000047,0.0597021620327504,14.606248078378265
Al2O3-TiO2,Water,38.85062838978413,15.930039843407418,0.05,0.68,20.0,0.6,33.333333333333336,1.9425314194892065,0.0627744820370832,9.73396133179712
Al2O3-TiO2,Water,59.243676575371424,14.78995721070982,0.05,0.78,20.0,0.6,33.333333333333336,2.962183828768572,0.0676134478114562,15.40488794454716
Al2O3-TiO2,Water,20.17255019180419,18.10407060928205,0.05,0.6,20.0,0.6,33.333333333333336,1.0086275095902095,0.0552361964102865,4.741029824226787
Al2O3-TiO2,Water,31.20247774765301,17.1572584367853,0.05,0.64,20.0,0.6,33.333333333333336,1.5601238873826506,0.0582843700632259,7.532950881516659
Al2O3-TiO2,Water,50.31714698471048,17.006211355621787,0.05,0.72,20.0,0.6,33.333333333333336,2.5158573492355245,0.0588020446817172,12.201471848119647
Al2O3-TiO2,Water,20.0,17.39844912285788,0.05,0.6,20.0,0.6,33.333333333333336,1.0,0.0574763872882331,4.794846704045215
Al2O3-TiO2,Water,49.16872922604769,16.17160254520635,0.05,0.72,20.0,0.6,33.333333333333336,2.4584364613023846,0.0618367905842716,12.22679004042217
Al2O3-TiO2,Water,71.09516041172023,15.998937786615569,0.05,0.8,20.0,0.6,33.333333333333336,3.554758020586012,0.0625041495465144,17.77438011848719
Al2O3-TiO2,Water,30.433505499946843,16.716315306321846,0.05,0.64,20.0,0.6,33.333333333333336,1.5216752749973423,0.0598217957531475,7.443577295769169
Al2O3-TiO2,Water,29.29327023648076,18.368098481763813,0.05,0.64,20.0,0.6,33.333333333333336,1.464663511824038,0.0544422168137229,6.834956555820297
Al2O3-TiO2,Water,20.8986484586849,15.831258971506871,0.05,0.6,20.0,0.6,33.333333333333336,1.044932422934245,0.063166170283728,5.252432428925141
Al2O3-TiO2,Water,30.559577061510467,14.372934643191831,0.05,0.64,20.0,0.6,33.333333333333336,1.5279788530755234,0.0695752137489666,8.060734447691697
Al2O3-TiO2,Water,59.18646965063376,16.478598908181247,0.05,0.78,20.0,0.6,33.333333333333336,2.9593234825316883,0.0606847709305869,14.580160153556951
Al2O3-TiO2,Water,29.8986217437358,18.142699916235184,0.05,0.64,20.0,0.6,33.333333333333336,1.49493108718679,0.0551185878957927,7.019403536667891
Al2O3-TiO2,Water,49.50722727175706,15.267455975645646,0.05,0.72,20.0,0.6,33.333333333333336,2.475361363587853,0.0654987970225806,12.67025237352379
Al2O3-TiO2,Water,52.6335379400316,15.819716396177128,0.05,0.72,20.0,0.6,33.333333333333336,2.6316768970015803,0.0632122583589205,13.2331494353123
Al2O3-TiO2,Water,50.53174488312566,17.263546740578168,0.05,0.72,20.0,0.6,33.333333333333336,2.526587244156284,0.0579255245186372,12.161839910842987
SiO2,Water,30.0,25.0,0.005,0.622,1.4,0.6,2.333333333333333,0.15,0.04,6.0
SiO2,Water,40.0,25.0,0.01,0.645,1.4,0.6,2.333333333333333,0.4,0.04,8.0
SiO2,Water,50.0,25.0,0.02,0.69,1.4,0.6,2.333333333333333,1.0,0.04,10.0
SiO2,Water,70.0,25.0,0.0063,0.628,1.4,0.6,2.333333333333333,0.441,0.04,14.0
SiO2,Water,20.0,30.0,0.0259,0.716,1.4,0.6,2.333333333333333,0.518,0.0333333333333333,3.651483716701108
SiO2,Water,20.0,40.0,0.0173,0.678,1.4,0.6,2.333333333333333,0.346,0.025,3.162277660168379
SiO2,Water,50.0,40.0,0.0045,0.62,1.4,0.6,2.333333333333333,0.2249999999999999,0.025,7.905694150420948
SiO2,Water,30.0,25.0,0.0175,0.679,1.4,0.6,2.333333333333333,0.525,0.04,6.0
SiO2,Water,40.0,30.0,0.0215,0.697,1.4,0.6,2.333333333333333,0.8599999999999999,0.0333333333333333,7.302967433402215
SiO2,Water,70.0,50.0,0.0082,0.637,1.4,0.6,2.333333333333333,0.5740000000000001,0.02,9.899494936611664
SiO2,Water,50.0,30.0,0.0104,0.647,1.4,0.6,2.333333333333333,0.52,0.0333333333333333,9.128709291752768
SiO2,Water,40.0,25.0,0.0159,0.671,1.4,0.6,2.333333333333333,0.636,0.04,8.0
SiO2,Water,70.0,30.0,0.0118,0.653,1.4,0.6,2.333333333333333,0.826,0.0333333333333333,12.780193008453876
SiO2,Water,40.0,30.0,0.0195,0.688,1.4,0.6,2.333333333333333,0.78,0.0333333333333333,7.302967433402215
SiO2,Water,20.0,50.0,0.0279,0.725,1.4,0.6,2.333333333333333,0.558,0.02,2.82842712474619
SiO2,Water,20.0,40.0,0.0095,0.643,1.4,0.6,2.333333333333333,0.19,0.025,3.162277660168379
SiO2,Water,30.0,20.0,0.0192,0.686,1.4,0.6,2.333333333333333,0.576,0.05,6.7082039324993685
SiO2,Water,20.0,40.0,0.0267,0.72,1.4,0.6,2.333333333333333,0.534,0.025,3.162277660168379
SiO2,Water,30.0,30.0,0.023,0.703,1.4,0.6,2.333333333333333,0.69,0.0333333333333333,5.477225575051661
SiO2,Water,30.0,25.0,0.0281,0.726,1.4,0.6,2.333333333333333,0.843,0.04,6.0
SiO2,Water,20.0,20.0,0.0245,0.71,1.4,0.6,2.333333333333333,0.49,0.05,4.47213595499958
SiO2,Water,40.0,50.0,0.0228,0.702,1.4,0.6,2.333333333333333,0.912,0.02,5.65685424949238
SiO2,Water,20.0,50.0,0.0253,0.714,1.4,0.6,2.333333333333333,0.506,0.02,2.82842712474619
SiO2,Water,70.0,20.0,0.0119,0.653,1.4,0.6,2.333333333333333,0.8330000000000001,0.05,15.652475842498529
SiO2,Water,60.0,40.0,0.0089,0.64,1.4,0.6,2.333333333333333,0.534,0.025,9.486832980505138
SiO2,Water,70.0,20.0,0.0205,0.692,1.4,0.6,2.333333333333333,1.435,0.05,15.652475842498529
SiO2,Water,30.0,20.0,0.0153,0.669,1.4,0.6,2.333333333333333,0.4589999999999999,0.05,6.7082039324993685
SiO2,Water,50.0,50.0,0.0294,0.732,1.4,0.6,2.333333333333333,1.47,0.02,7.071067811865475
SiO2,Water,30.0,30.0,0.0198,0.689,1.4,0.6,2.333333333333333,0.5940000000000001,0.0333333333333333,5.477225575051661
SiO2,Water,70.0,20.0,0.0152,0.668,1.4,0.6,2.333333333333333,1.064,0.05,15.652475842498529
SiO2,Water,20.0,25.0,0.0233,0.705,1.4,0.6,2.333333333333333,0.466,0.04,4.0
SiO2,Water,30.0,50.0,0.0209,0.694,1.4,0.6,2.333333333333333,0.627,0.02,4.242640687119285
SiO2,Water,20.0,50.0,0.0011,0.605,1.4,0.6,2.333333333333333,0.022,0.02,2.82842712474619
SiO2,Water,40.0,30.0,0.0279,0.725,1.4,0.6,2.333333333333333,1.116,0.0333333333333333,7.302967433402215
SiO2,Water,60.0,40.0,0.0125,0.656,1.4,0.6,2.333333333333333,0.75,0.025,9.486832980505138
SiO2,Water,60.0,25.0,0.0014,0.606,1.4,0.6,2.333333333333333,0.084,0.04,12.0
SiO2,Water,30.0,50.0,0.005,0.622,1.4,0.6,2.333333333333333,0.15,0.02,4.242640687119285
SiO2,Water,40.0,40.0,0.004,0.618,1.4,0.6,2.333333333333333,0.16,0.025,6.324555320336758
SiO2,Water,60.0,50.0,0.0215,0.697,1.4,0.6,2.333333333333333,1.2899999999999998,0.02,8.48528137423857
SiO2,Water,70.0,20.0,0.0106,0.648,1.4,0.6,2.333333333333333,0.742,0.05,15.652475842498529
SiO2,Water,20.0,25.0,0.0277,0.724,1.4,0.6,2.333333333333333,0.5539999999999999,0.04,4.0
SiO2,Water,60.0,50.0,0.0128,0.658,1.4,0.6,2.333333333333333,0.768,0.02,8.48528137423857
SiO2,Water,50.0,50.0,0.011,0.649,1.4,0.6,2.333333333333333,0.5499999999999999,0.02,7.071067811865475
SiO2,Water,40.0,20.0,0.0154,0.669,1.4,0.6,2.333333333333333,0.616,0.05,8.94427190999916
SiO2,Water,40.0,30.0,0.0289,0.73,1.4,0.6,2.333333333333333,1.156,0.0333333333333333,7.302967433402215
SiO2,Water,20.0,25.0,0.0037,0.617,1.4,0.6,2.333333333333333,0.074,0.04,4.0
SiO2,Water,50.0,30.0,0.0285,0.728,1.4,0.6,2.333333333333333,1.425,0.0333333333333333,9.128709291752768
SiO2,Water,60.0,50.0,0.0251,0.713,1.4,0.6,2.333333333333333,1.506,0.02,8.48528137423857
SiO2,Water,20.0,30.0,0.0262,0.718,1.4,0.6,2.333333333333333,0.524,0.0333333333333333,3.651483716701108
SiO2,Water,70.0,50.0,0.004,0.618,1.4,0.6,2.333333333333333,0.28,0.02,9.899494936611664
SiO2,Water,50.0,40.0,0.003,0.613,1.4,0.6,2.333333333333333,0.15,0.025,7.905694150420948
SiO2,Water,60.0,50.0,0.0274,0.723,1.4,0.6,2.333333333333333,1.644,0.02,8.48528137423857
SiO2,Water,40.0,40.0,0.0064,0.629,1.4,0.6,2.333333333333333,0.256,0.025,6.324555320336758
SiO2,Water,30.0,30.0,0.0064,0.629,1.4,0.6,2.333333333333333,0.192,0.0333333333333333,5.477225575051661
SiO2,Water,50.0,20.0,0.0068,0.631,1.4,0.6,2.333333333333333,0.3399999999999999,0.05,11.180339887498947
SiO2,Water,50.0,25.0,0.0261,0.717,1.4,0.6,2.333333333333333,1.3050000000000002,0.04,10.0
SiO2,Water,30.0,25.0,0.024,0.708,1.4,0.6,2.333333333333333,0.72,0.04,6.0
SiO2,Water,70.0,25.0,0.0079,0.636,1.4,0.6,2.333333333333333,0.553,0.04,14.0
SiO2,Water,30.0,30.0,0.02,0.69,1.4,0.6,2.333333333333333,0.6,0.0333333333333333,5.477225575051661
SiO2,Water,30.0,40.0,0.0296,0.733,1.4,0.6,2.333333333333333,0.888,0.025,4.743416490252569
SiO2,Water,70.0,40.0,0.0046,0.621,1.4,0.6,2.333333333333333,0.322,0.025,11.067971810589327
